path	manifest_entry_id	checked_fields	status	action	body_chars_manifest	body_chars_actual	word_count_manifest	word_count_actual	risk	notes
FAQE/Home/Altibase Error Messages/ERR-5102E Invalid cursor state__7340159.md	7340159	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1971	1971	251	251	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-51039 Invalid Protocol__6979743.md	6979743	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	952	952	83	83	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-51041 Indicator variable required but not supplied__7340270.md	7340270	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1501	1501	144	144	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-51043 Communication link failure__6979768.md	6979768	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1215	1215	114	114	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-5104D Connection timeout__7340765.md	7340765	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	992	992	87	87	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-5104F Communication link failure__7340245.md	7340245	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1301	1301	130	130	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-5105A The connection does not exist__7340243.md	7340243	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1301	1301	142	142	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-51067 Neither PORT_NO in the connection string or ALTIBASE_PORT_NO environment variable are set__7340767.md	7340767	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1724	1724	128	128	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-51192 The call to getaddrinfo() failed. The host name or service may be unknown__7340769.md	7340769	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1612	1612	138	138	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-52027 String data right-truncated__7340167.md	7340167	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1376	1376	149	149	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-61000 The received record was not found in the database__7340772.md	7340772	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1286	1286	112	112	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-61001 A conflict occurred while executing the received statement__7340171.md	7340171	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1366	1366	108	108	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-6100C rpERR_ABORT_RP_RECEIVER_NOT_FOUND The receiver does not exist__7340774.md	7340774	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1324	1324	89	89	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-6100D Sender failed to handshake with the peer server__6979754.md	6979754	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1177	1177	93	93	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-61016 rpERR_ABORT_RP_SENDER_MAKE_XLOG Sender Failed to make an xlog__7340206.md	7340206	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1834	1834	171	171	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-61023 rpERR_ABORT_RP_REPLICATION_DISABLED Replication is disabled__7340208.md	7340208	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1444	1444	113	113	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-61035 Receiver - An update conflict occurred__6979849.md	6979849	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1385	1385	131	131	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-61036 Receiver err_not found in deleteXlog()__7340210.md	7340210	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1127	1127	98	98	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-6103a Receiver err_not_found in updateXlog()__7340213.md	7340213	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1137	1137	96	96	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-610CF The transaction table size of the replication does not match__7340217.md	7340217	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1616	1616	137	137	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-610D2 The primary key column count of the replicated table does not match__7340220.md	7340220	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1354	1354	106	106	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-610a0 Sender Stopping REP1 sender thread__7340215.md	7340215	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1220	1220	104	104	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-61100 rpERR_ABORT_RPC_DUPLICATE_REPLICATION Duplicate replication names. The replication name already exists in the__6979851.md	6979851	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1672	1672	116	116	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-61113 A replicated table must have a primary key__7340225.md	7340225	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1074	1074	94	94	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-71015 cmERR_ABORT_SELECT_ERROR Failed to invoke the select() system function__7340227.md	7340227	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1566	1566	118	118	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-71018 Failed to invoke the read() system function__6979756.md	6979756	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1364	1364	122	122	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-71019 Failed to invoke the write() system function Flush protocol failed. Close connection__6979853.md	6979853	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1714	1714	139	139	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-7101d Protocol header error__6979734.md	6979734	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	4348	4348	595	595	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-91013 The query was too long the maximum length is 65536__7340229.md	7340229	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	1451	1451	137	137	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
FAQE/Home/Altibase Error Messages/ERR-91020 No Connection State__6979855.md	6979855	path; body_chars; word_count	matched	No manifest edit required; metadata already matches current Markdown.	993	993	91	91	none	Path normalized by stripping manifest export prefix altibase_docs_md/; source path resolves.
